Training sample index,Branch count,Read accesses to global memory (per thread),Write accesses to global memory (per thread),Read accesses to local memory (per thread),Write accesses to local memory (per thread),Read accesses to constant memory (per thread),Arithmetic operations (per thread),Logic operations (per thread),Bitwise operations (per thread),Comparison operations (per thread),Pown operations (per thread),Sqrt operations (per thread),Hypot operations (per thread),Data size transf from host to device (bytes),Data size transf from device to host (bytes),Data size allocated locally (bytes),Global work size dim 1 (number of threads),Global work size dim 2 (number of threads),Global work size dim 3 (number of threads),Local work size dim 1 (number of threads),Local work size dim 2 (number of threads),Local work size dim 3 (number of threads),Loop iterations,Intra cache usage global,Inter cache usage global,Intra collision global,Intra cohaleshing global,Intra cache usage local,Intra collision local,Intra cohaleshing local,Cache Misses,Tahiti Completion Time (ms),Devastator Completion Time (ms),AMD A10-5800K APU with Radeon(tm) HD Graphics   Completion Time (ms),cache misses manuali,least set bit,Tahiti Compute units,Devastator compute units,Tahiti job count,Devastator job count,Num groups
9,0,1,1,0,0,0,3000,0,0,0,0,0,0,3584,3584,0,896,1,1,64,1,1,1000,0.0625,1,0,1,0,0,1,0,1.74,1.95,2.79,56,128,32,6,1,3,14
9,0,1,1,0,0,0,6000,0,0,0,0,0,0,3584,3584,0,896,1,1,64,1,1,2000,0.0625,1,0,1,0,0,1,0,1.67,2.14,3.65,56,128,32,6,1,3,14
9,0,1,1,0,0,0,9000,0,0,0,0,0,0,3584,3584,0,896,1,1,64,1,1,3000,0.0625,1,0,1,0,0,1,0,1.83,2.43,4.39,56,128,32,6,1,3,14
9,0,1,1,0,0,0,12000,0,0,0,0,0,0,3584,3584,0,896,1,1,64,1,1,4000,0.0625,1,0,1,0,0,1,0,1.9,2.62,4.71,56,128,32,6,1,3,14
9,0,1,1,0,0,0,15000,0,0,0,0,0,0,3584,3584,0,896,1,1,64,1,1,5000,0.0625,1,0,1,0,0,1,0,2.1,2.9,5.36,56,128,32,6,1,3,14
9,0,1,1,0,0,0,18000,0,0,0,0,0,0,3584,3584,0,896,1,1,64,1,1,6000,0.0625,1,0,1,0,0,1,0,2.28,3.13,5.82,56,128,32,6,1,3,14
9,0,1,1,0,0,0,21000,0,0,0,0,0,0,3584,3584,0,896,1,1,64,1,1,7000,0.0625,1,0,1,0,0,1,0,2.45,3.33,6.59,56,128,32,6,1,3,14
9,0,1,1,0,0,0,24000,0,0,0,0,0,0,3584,3584,0,896,1,1,64,1,1,8000,0.0625,1,0,1,0,0,1,0,2.39,3.24,7.03,56,128,32,6,1,3,14
9,0,1,1,0,0,0,27000,0,0,0,0,0,0,3584,3584,0,896,1,1,64,1,1,9000,0.0625,1,0,1,0,0,1,0,2.47,3.71,7.46,56,128,32,6,1,3,14
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,3584,3584,0,896,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,2.63,3.57,8.17,56,128,32,6,1,3,14
9,0,1,1,0,0,0,3000,0,0,0,0,0,0,3840,3840,0,960,1,1,64,1,1,1000,0.0625,1,0,1,0,0,1,0,1.81,2.32,3.07,60,64,32,6,1,3,15
9,0,1,1,0,0,0,6000,0,0,0,0,0,0,3840,3840,0,960,1,1,64,1,1,2000,0.0625,1,0,1,0,0,1,0,1.96,2.22,3.42,60,64,32,6,1,3,15
9,0,1,1,0,0,0,9000,0,0,0,0,0,0,3840,3840,0,960,1,1,64,1,1,3000,0.0625,1,0,1,0,0,1,0,1.93,2.7,4.01,60,64,32,6,1,3,15
9,0,1,1,0,0,0,12000,0,0,0,0,0,0,3840,3840,0,960,1,1,64,1,1,4000,0.0625,1,0,1,0,0,1,0,2,2.74,4.72,60,64,32,6,1,3,15
9,0,1,1,0,0,0,15000,0,0,0,0,0,0,3840,3840,0,960,1,1,64,1,1,5000,0.0625,1,0,1,0,0,1,0,2.17,2.87,5.46,60,64,32,6,1,3,15
9,0,1,1,0,0,0,18000,0,0,0,0,0,0,3840,3840,0,960,1,1,64,1,1,6000,0.0625,1,0,1,0,0,1,0,2.43,3.19,6.08,60,64,32,6,1,3,15
9,0,1,1,0,0,0,21000,0,0,0,0,0,0,3840,3840,0,960,1,1,64,1,1,7000,0.0625,1,0,1,0,0,1,0,2.27,3.08,6.37,60,64,32,6,1,3,15
9,0,1,1,0,0,0,24000,0,0,0,0,0,0,3840,3840,0,960,1,1,64,1,1,8000,0.0625,1,0,1,0,0,1,0,2.54,3.46,7.02,60,64,32,6,1,3,15
9,0,1,1,0,0,0,27000,0,0,0,0,0,0,3840,3840,0,960,1,1,64,1,1,9000,0.0625,1,0,1,0,0,1,0,2.48,3.56,7.67,60,64,32,6,1,3,15
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,3840,3840,0,960,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,2.65,3.6,8.2,60,64,32,6,1,3,15
9,0,1,1,0,0,0,3000,0,0,0,0,0,0,4096,4096,0,1024,1,1,64,1,1,1000,0.0625,1,0,1,0,0,1,0,1.83,2.1,3.19,64,1024,32,6,1,3,16
9,0,1,1,0,0,0,6000,0,0,0,0,0,0,4096,4096,0,1024,1,1,64,1,1,2000,0.0625,1,0,1,0,0,1,0,1.81,2.3,4.05,64,1024,32,6,1,3,16
9,0,1,1,0,0,0,9000,0,0,0,0,0,0,4096,4096,0,1024,1,1,64,1,1,3000,0.0625,1,0,1,0,0,1,0,1.85,2.49,4.99,64,1024,32,6,1,3,16
9,0,1,1,0,0,0,12000,0,0,0,0,0,0,4096,4096,0,1024,1,1,64,1,1,4000,0.0625,1,0,1,0,0,1,0,2.05,2.71,5.22,64,1024,32,6,1,3,16
9,0,1,1,0,0,0,15000,0,0,0,0,0,0,4096,4096,0,1024,1,1,64,1,1,5000,0.0625,1,0,1,0,0,1,0,2.3,3.03,6.01,64,1024,32,6,1,3,16
9,0,1,1,0,0,0,18000,0,0,0,0,0,0,4096,4096,0,1024,1,1,64,1,1,6000,0.0625,1,0,1,0,0,1,0,2.58,3.11,6.04,64,1024,32,6,1,3,16
9,0,1,1,0,0,0,21000,0,0,0,0,0,0,4096,4096,0,1024,1,1,64,1,1,7000,0.0625,1,0,1,0,0,1,0,2.31,3.28,6.75,64,1024,32,6,1,3,16
9,0,1,1,0,0,0,24000,0,0,0,0,0,0,4096,4096,0,1024,1,1,64,1,1,8000,0.0625,1,0,1,0,0,1,0,2.41,3.17,7.39,64,1024,32,6,1,3,16
9,0,1,1,0,0,0,27000,0,0,0,0,0,0,4096,4096,0,1024,1,1,64,1,1,9000,0.0625,1,0,1,0,0,1,0,2.49,3.43,7.99,64,1024,32,6,1,3,16
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,4096,4096,0,1024,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,2.63,3.63,8.59,64,1024,32,6,1,3,16
9,0,1,1,0,0,0,3000,0,0,0,0,0,0,4352,4352,0,1088,1,1,64,1,1,1000,0.0625,1,0,1,0,0,1,0,1.69,2.15,3.12,68,64,32,6,1,3,17
9,0,1,1,0,0,0,6000,0,0,0,0,0,0,4352,4352,0,1088,1,1,64,1,1,2000,0.0625,1,0,1,0,0,1,0,1.76,2.37,3.97,68,64,32,6,1,3,17
9,0,1,1,0,0,0,9000,0,0,0,0,0,0,4352,4352,0,1088,1,1,64,1,1,3000,0.0625,1,0,1,0,0,1,0,1.93,2.61,4.58,68,64,32,6,1,3,17
9,0,1,1,0,0,0,12000,0,0,0,0,0,0,4352,4352,0,1088,1,1,64,1,1,4000,0.0625,1,0,1,0,0,1,0,1.72,2.56,5.21,68,64,32,6,1,3,17
9,0,1,1,0,0,0,15000,0,0,0,0,0,0,4352,4352,0,1088,1,1,64,1,1,5000,0.0625,1,0,1,0,0,1,0,2.06,2.89,6,68,64,32,6,1,3,17
9,0,1,1,0,0,0,18000,0,0,0,0,0,0,4352,4352,0,1088,1,1,64,1,1,6000,0.0625,1,0,1,0,0,1,0,2.24,2.96,6.85,68,64,32,6,1,3,17
9,0,1,1,0,0,0,21000,0,0,0,0,0,0,4352,4352,0,1088,1,1,64,1,1,7000,0.0625,1,0,1,0,0,1,0,2.44,3.34,7.31,68,64,32,6,1,3,17
9,0,1,1,0,0,0,24000,0,0,0,0,0,0,4352,4352,0,1088,1,1,64,1,1,8000,0.0625,1,0,1,0,0,1,0,2.32,3.71,8.5,68,64,32,6,1,3,17
9,0,1,1,0,0,0,27000,0,0,0,0,0,0,4352,4352,0,1088,1,1,64,1,1,9000,0.0625,1,0,1,0,0,1,0,2.64,3.68,9.06,68,64,32,6,1,3,17
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,4352,4352,0,1088,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,2.85,3.8,10.17,68,64,32,6,1,3,17
9,0,1,1,0,0,0,3000,0,0,0,0,0,0,4608,4608,0,1152,1,1,64,1,1,1000,0.0625,1,0,1,0,0,1,0,1.79,2.14,3.28,72,128,32,6,1,3,18
9,0,1,1,0,0,0,6000,0,0,0,0,0,0,4608,4608,0,1152,1,1,64,1,1,2000,0.0625,1,0,1,0,0,1,0,1.97,2.53,4.08,72,128,32,6,1,3,18
9,0,1,1,0,0,0,9000,0,0,0,0,0,0,4608,4608,0,1152,1,1,64,1,1,3000,0.0625,1,0,1,0,0,1,0,1.8,2.35,4.56,72,128,32,6,1,3,18
9,0,1,1,0,0,0,12000,0,0,0,0,0,0,4608,4608,0,1152,1,1,64,1,1,4000,0.0625,1,0,1,0,0,1,0,1.92,2.63,5.37,72,128,32,6,1,3,18
9,0,1,1,0,0,0,15000,0,0,0,0,0,0,4608,4608,0,1152,1,1,64,1,1,5000,0.0625,1,0,1,0,0,1,0,2.11,2.81,6.08,72,128,32,6,1,3,18
9,0,1,1,0,0,0,18000,0,0,0,0,0,0,4608,4608,0,1152,1,1,64,1,1,6000,0.0625,1,0,1,0,0,1,0,2.31,3.39,7.05,72,128,32,6,1,3,18
9,0,1,1,0,0,0,21000,0,0,0,0,0,0,4608,4608,0,1152,1,1,64,1,1,7000,0.0625,1,0,1,0,0,1,0,2.37,3.24,7.62,72,128,32,6,1,3,18
9,0,1,1,0,0,0,24000,0,0,0,0,0,0,4608,4608,0,1152,1,1,64,1,1,8000,0.0625,1,0,1,0,0,1,0,2.52,3.52,8.56,72,128,32,6,1,3,18
9,0,1,1,0,0,0,27000,0,0,0,0,0,0,4608,4608,0,1152,1,1,64,1,1,9000,0.0625,1,0,1,0,0,1,0,2.57,3.62,9.11,72,128,32,6,1,3,18
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,4608,4608,0,1152,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,2.73,3.94,10.2,72,128,32,6,1,3,18
9,0,1,1,0,0,0,3000,0,0,0,0,0,0,4864,4864,0,1216,1,1,64,1,1,1000,0.0625,1,0,1,0,0,1,0,1.71,2.01,3.27,76,64,32,6,1,4,19
9,0,1,1,0,0,0,6000,0,0,0,0,0,0,4864,4864,0,1216,1,1,64,1,1,2000,0.0625,1,0,1,0,0,1,0,1.77,2.25,4.22,76,64,32,6,1,4,19
9,0,1,1,0,0,0,9000,0,0,0,0,0,0,4864,4864,0,1216,1,1,64,1,1,3000,0.0625,1,0,1,0,0,1,0,1.82,2.47,4.68,76,64,32,6,1,4,19
9,0,1,1,0,0,0,12000,0,0,0,0,0,0,4864,4864,0,1216,1,1,64,1,1,4000,0.0625,1,0,1,0,0,1,0,1.98,2.66,5.65,76,64,32,6,1,4,19
9,0,1,1,0,0,0,15000,0,0,0,0,0,0,4864,4864,0,1216,1,1,64,1,1,5000,0.0625,1,0,1,0,0,1,0,2.24,3.06,6.5,76,64,32,6,1,4,19
9,0,1,1,0,0,0,18000,0,0,0,0,0,0,4864,4864,0,1216,1,1,64,1,1,6000,0.0625,1,0,1,0,0,1,0,2.3,3.24,6.87,76,64,32,6,1,4,19
9,0,1,1,0,0,0,21000,0,0,0,0,0,0,4864,4864,0,1216,1,1,64,1,1,7000,0.0625,1,0,1,0,0,1,0,2.46,3.43,7.77,76,64,32,6,1,4,19
9,0,1,1,0,0,0,24000,0,0,0,0,0,0,4864,4864,0,1216,1,1,64,1,1,8000,0.0625,1,0,1,0,0,1,0,2.61,3.56,8.74,76,64,32,6,1,4,19
9,0,1,1,0,0,0,27000,0,0,0,0,0,0,4864,4864,0,1216,1,1,64,1,1,9000,0.0625,1,0,1,0,0,1,0,2.75,3.89,9.84,76,64,32,6,1,4,19
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,4864,4864,0,1216,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,2.55,3.65,9.95,76,64,32,6,1,4,19
9,0,1,1,0,0,0,3000,0,0,0,0,0,0,5120,5120,0,1280,1,1,64,1,1,1000,0.0625,1,0,1,0,0,1,0,1.74,1.81,3.16,80,256,32,6,1,4,20
9,0,1,1,0,0,0,6000,0,0,0,0,0,0,5120,5120,0,1280,1,1,64,1,1,2000,0.0625,1,0,1,0,0,1,0,1.79,2.29,4.08,80,256,32,6,1,4,20
9,0,1,1,0,0,0,9000,0,0,0,0,0,0,5120,5120,0,1280,1,1,64,1,1,3000,0.0625,1,0,1,0,0,1,0,1.97,2.58,4.86,80,256,32,6,1,4,20
9,0,1,1,0,0,0,12000,0,0,0,0,0,0,5120,5120,0,1280,1,1,64,1,1,4000,0.0625,1,0,1,0,0,1,0,2.04,2.67,5.49,80,256,32,6,1,4,20
9,0,1,1,0,0,0,15000,0,0,0,0,0,0,5120,5120,0,1280,1,1,64,1,1,5000,0.0625,1,0,1,0,0,1,0,2.16,3.14,6.15,80,256,32,6,1,4,20
9,0,1,1,0,0,0,18000,0,0,0,0,0,0,5120,5120,0,1280,1,1,64,1,1,6000,0.0625,1,0,1,0,0,1,0,2.36,3.23,6.93,80,256,32,6,1,4,20
9,0,1,1,0,0,0,21000,0,0,0,0,0,0,5120,5120,0,1280,1,1,64,1,1,7000,0.0625,1,0,1,0,0,1,0,2.32,3.48,8.05,80,256,32,6,1,4,20
9,0,1,1,0,0,0,24000,0,0,0,0,0,0,5120,5120,0,1280,1,1,64,1,1,8000,0.0625,1,0,1,0,0,1,0,2.23,3.51,8.61,80,256,32,6,1,4,20
9,0,1,1,0,0,0,27000,0,0,0,0,0,0,5120,5120,0,1280,1,1,64,1,1,9000,0.0625,1,0,1,0,0,1,0,2.39,3.55,9.51,80,256,32,6,1,4,20
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,5120,5120,0,1280,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,2.45,3.33,10.39,80,256,32,6,1,4,20
9,0,1,1,0,0,0,3000,0,0,0,0,0,0,5376,5376,0,1344,1,1,64,1,1,1000,0.0625,1,0,1,0,0,1,0,1.76,2.12,3.56,84,64,32,6,1,4,21
9,0,1,1,0,0,0,6000,0,0,0,0,0,0,5376,5376,0,1344,1,1,64,1,1,2000,0.0625,1,0,1,0,0,1,0,1.83,2.12,4.12,84,64,32,6,1,4,21
9,0,1,1,0,0,0,9000,0,0,0,0,0,0,5376,5376,0,1344,1,1,64,1,1,3000,0.0625,1,0,1,0,0,1,0,1.73,2.25,5.37,84,64,32,6,1,4,21
9,0,1,1,0,0,0,12000,0,0,0,0,0,0,5376,5376,0,1344,1,1,64,1,1,4000,0.0625,1,0,1,0,0,1,0,2.04,2.76,5.95,84,64,32,6,1,4,21
9,0,1,1,0,0,0,15000,0,0,0,0,0,0,5376,5376,0,1344,1,1,64,1,1,5000,0.0625,1,0,1,0,0,1,0,2.22,3.18,7.16,84,64,32,6,1,4,21
9,0,1,1,0,0,0,18000,0,0,0,0,0,0,5376,5376,0,1344,1,1,64,1,1,6000,0.0625,1,0,1,0,0,1,0,2.37,3.31,7.98,84,64,32,6,1,4,21
9,0,1,1,0,0,0,21000,0,0,0,0,0,0,5376,5376,0,1344,1,1,64,1,1,7000,0.0625,1,0,1,0,0,1,0,2.57,3.42,8.95,84,64,32,6,1,4,21
9,0,1,1,0,0,0,24000,0,0,0,0,0,0,5376,5376,0,1344,1,1,64,1,1,8000,0.0625,1,0,1,0,0,1,0,2.74,3.51,9.98,84,64,32,6,1,4,21
9,0,1,1,0,0,0,27000,0,0,0,0,0,0,5376,5376,0,1344,1,1,64,1,1,9000,0.0625,1,0,1,0,0,1,0,2.53,3.59,10.45,84,64,32,6,1,4,21
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,5376,5376,0,1344,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,2.6,3.63,11.35,84,64,32,6,1,4,21
9,0,1,1,0,0,0,3000,0,0,0,0,0,0,5632,5632,0,1408,1,1,64,1,1,1000,0.0625,1,0,1,0,0,1,0,1.74,2.05,3.64,88,128,32,6,1,4,22
9,0,1,1,0,0,0,6000,0,0,0,0,0,0,5632,5632,0,1408,1,1,64,1,1,2000,0.0625,1,0,1,0,0,1,0,1.77,2.07,4.3,88,128,32,6,1,4,22
9,0,1,1,0,0,0,9000,0,0,0,0,0,0,5632,5632,0,1408,1,1,64,1,1,3000,0.0625,1,0,1,0,0,1,0,2.06,2.53,5.36,88,128,32,6,1,4,22
9,0,1,1,0,0,0,12000,0,0,0,0,0,0,5632,5632,0,1408,1,1,64,1,1,4000,0.0625,1,0,1,0,0,1,0,2.09,2.72,6.17,88,128,32,6,1,4,22
9,0,1,1,0,0,0,15000,0,0,0,0,0,0,5632,5632,0,1408,1,1,64,1,1,5000,0.0625,1,0,1,0,0,1,0,2.25,3.07,7.21,88,128,32,6,1,4,22
9,0,1,1,0,0,0,18000,0,0,0,0,0,0,5632,5632,0,1408,1,1,64,1,1,6000,0.0625,1,0,1,0,0,1,0,2.21,3.01,7.88,88,128,32,6,1,4,22
9,0,1,1,0,0,0,21000,0,0,0,0,0,0,5632,5632,0,1408,1,1,64,1,1,7000,0.0625,1,0,1,0,0,1,0,2.4,3.2,8.89,88,128,32,6,1,4,22
9,0,1,1,0,0,0,24000,0,0,0,0,0,0,5632,5632,0,1408,1,1,64,1,1,8000,0.0625,1,0,1,0,0,1,0,2.44,3.23,9.59,88,128,32,6,1,4,22
9,0,1,1,0,0,0,27000,0,0,0,0,0,0,5632,5632,0,1408,1,1,64,1,1,9000,0.0625,1,0,1,0,0,1,0,2.59,3.54,10.82,88,128,32,6,1,4,22
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,5632,5632,0,1408,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,2.66,3.79,11.58,88,128,32,6,1,4,22
9,0,1,1,0,0,0,3000,0,0,0,0,0,0,5888,5888,0,1472,1,1,64,1,1,1000,0.0625,1,0,1,0,0,1,0,1.76,2.1,3.74,92,64,32,6,1,4,23
9,0,1,1,0,0,0,6000,0,0,0,0,0,0,5888,5888,0,1472,1,1,64,1,1,2000,0.0625,1,0,1,0,0,1,0,1.86,2.41,4.4,92,64,32,6,1,4,23
9,0,1,1,0,0,0,9000,0,0,0,0,0,0,5888,5888,0,1472,1,1,64,1,1,3000,0.0625,1,0,1,0,0,1,0,2.02,2.73,5.34,92,64,32,6,1,4,23
9,0,1,1,0,0,0,12000,0,0,0,0,0,0,5888,5888,0,1472,1,1,64,1,1,4000,0.0625,1,0,1,0,0,1,0,2.1,3,6.27,92,64,32,6,1,4,23
9,0,1,1,0,0,0,15000,0,0,0,0,0,0,5888,5888,0,1472,1,1,64,1,1,5000,0.0625,1,0,1,0,0,1,0,2.36,3.09,7.24,92,64,32,6,1,4,23
9,0,1,1,0,0,0,18000,0,0,0,0,0,0,5888,5888,0,1472,1,1,64,1,1,6000,0.0625,1,0,1,0,0,1,0,2.36,3.13,7.78,92,64,32,6,1,4,23
9,0,1,1,0,0,0,21000,0,0,0,0,0,0,5888,5888,0,1472,1,1,64,1,1,7000,0.0625,1,0,1,0,0,1,0,2.37,3.35,8.89,92,64,32,6,1,4,23
9,0,1,1,0,0,0,24000,0,0,0,0,0,0,5888,5888,0,1472,1,1,64,1,1,8000,0.0625,1,0,1,0,0,1,0,2.32,3.37,9.76,92,64,32,6,1,4,23
9,0,1,1,0,0,0,27000,0,0,0,0,0,0,5888,5888,0,1472,1,1,64,1,1,9000,0.0625,1,0,1,0,0,1,0,2.44,3.53,10.85,92,64,32,6,1,4,23
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,5888,5888,0,1472,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,2.48,3.93,11.49,92,64,32,6,1,4,23
9,0,1,1,0,0,0,3000,0,0,0,0,0,0,6144,6144,0,1536,1,1,64,1,1,1000,0.0625,1,0,1,0,0,1,0,1.8,2.16,3.7,96,512,32,6,1,4,24
9,0,1,1,0,0,0,6000,0,0,0,0,0,0,6144,6144,0,1536,1,1,64,1,1,2000,0.0625,1,0,1,0,0,1,0,1.93,2.52,4.6,96,512,32,6,1,4,24
9,0,1,1,0,0,0,9000,0,0,0,0,0,0,6144,6144,0,1536,1,1,64,1,1,3000,0.0625,1,0,1,0,0,1,0,1.93,2.66,5.49,96,512,32,6,1,4,24
9,0,1,1,0,0,0,12000,0,0,0,0,0,0,6144,6144,0,1536,1,1,64,1,1,4000,0.0625,1,0,1,0,0,1,0,2.19,2.95,6.71,96,512,32,6,1,4,24
9,0,1,1,0,0,0,15000,0,0,0,0,0,0,6144,6144,0,1536,1,1,64,1,1,5000,0.0625,1,0,1,0,0,1,0,2.08,2.68,7.01,96,512,32,6,1,4,24
9,0,1,1,0,0,0,18000,0,0,0,0,0,0,6144,6144,0,1536,1,1,64,1,1,6000,0.0625,1,0,1,0,0,1,0,2.25,2.96,8.22,96,512,32,6,1,4,24
9,0,1,1,0,0,0,21000,0,0,0,0,0,0,6144,6144,0,1536,1,1,64,1,1,7000,0.0625,1,0,1,0,0,1,0,2.36,3.28,9.02,96,512,32,6,1,4,24
9,0,1,1,0,0,0,24000,0,0,0,0,0,0,6144,6144,0,1536,1,1,64,1,1,8000,0.0625,1,0,1,0,0,1,0,2.54,3.57,10,96,512,32,6,1,4,24
9,0,1,1,0,0,0,27000,0,0,0,0,0,0,6144,6144,0,1536,1,1,64,1,1,9000,0.0625,1,0,1,0,0,1,0,2.4,3.73,10.9,96,512,32,6,1,4,24
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,6144,6144,0,1536,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,2.54,3.63,12.21,96,512,32,6,1,4,24
9,0,1,1,0,0,0,3000,0,0,0,0,0,0,6400,6400,0,1600,1,1,64,1,1,1000,0.0625,1,0,1,0,0,1,0,1.9,2.22,3.73,100,64,32,6,1,5,25
9,0,1,1,0,0,0,6000,0,0,0,0,0,0,6400,6400,0,1600,1,1,64,1,1,2000,0.0625,1,0,1,0,0,1,0,1.86,2.38,4.83,100,64,32,6,1,5,25
9,0,1,1,0,0,0,9000,0,0,0,0,0,0,6400,6400,0,1600,1,1,64,1,1,3000,0.0625,1,0,1,0,0,1,0,1.8,2.24,5.49,100,64,32,6,1,5,25
9,0,1,1,0,0,0,12000,0,0,0,0,0,0,6400,6400,0,1600,1,1,64,1,1,4000,0.0625,1,0,1,0,0,1,0,1.92,2.67,6.63,100,64,32,6,1,5,25
9,0,1,1,0,0,0,15000,0,0,0,0,0,0,6400,6400,0,1600,1,1,64,1,1,5000,0.0625,1,0,1,0,0,1,0,1.89,2.89,7.93,100,64,32,6,1,5,25
9,0,1,1,0,0,0,18000,0,0,0,0,0,0,6400,6400,0,1600,1,1,64,1,1,6000,0.0625,1,0,1,0,0,1,0,2.3,3.02,8.84,100,64,32,6,1,5,25
9,0,1,1,0,0,0,21000,0,0,0,0,0,0,6400,6400,0,1600,1,1,64,1,1,7000,0.0625,1,0,1,0,0,1,0,2.4,3.31,9.9,100,64,32,6,1,5,25
9,0,1,1,0,0,0,24000,0,0,0,0,0,0,6400,6400,0,1600,1,1,64,1,1,8000,0.0625,1,0,1,0,0,1,0,2.53,3.74,11.12,100,64,32,6,1,5,25
9,0,1,1,0,0,0,27000,0,0,0,0,0,0,6400,6400,0,1600,1,1,64,1,1,9000,0.0625,1,0,1,0,0,1,0,2.61,3.69,12.05,100,64,32,6,1,5,25
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,6400,6400,0,1600,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,2.8,3.85,13.25,100,64,32,6,1,5,25
9,0,1,1,0,0,0,3000,0,0,0,0,0,0,6656,6656,0,1664,1,1,64,1,1,1000,0.0625,1,0,1,0,0,1,0,1.92,2.27,4.01,104,128,32,6,1,5,26
9,0,1,1,0,0,0,6000,0,0,0,0,0,0,6656,6656,0,1664,1,1,64,1,1,2000,0.0625,1,0,1,0,0,1,0,1.9,2.18,5.07,104,128,32,6,1,5,26
9,0,1,1,0,0,0,9000,0,0,0,0,0,0,6656,6656,0,1664,1,1,64,1,1,3000,0.0625,1,0,1,0,0,1,0,1.79,2.47,5.71,104,128,32,6,1,5,26
9,0,1,1,0,0,0,12000,0,0,0,0,0,0,6656,6656,0,1664,1,1,64,1,1,4000,0.0625,1,0,1,0,0,1,0,1.92,2.86,6.95,104,128,32,6,1,5,26
9,0,1,1,0,0,0,15000,0,0,0,0,0,0,6656,6656,0,1664,1,1,64,1,1,5000,0.0625,1,0,1,0,0,1,0,2.13,3.01,7.96,104,128,32,6,1,5,26
9,0,1,1,0,0,0,18000,0,0,0,0,0,0,6656,6656,0,1664,1,1,64,1,1,6000,0.0625,1,0,1,0,0,1,0,2.23,3.03,8.84,104,128,32,6,1,5,26
9,0,1,1,0,0,0,21000,0,0,0,0,0,0,6656,6656,0,1664,1,1,64,1,1,7000,0.0625,1,0,1,0,0,1,0,2.42,3.17,10.08,104,128,32,6,1,5,26
9,0,1,1,0,0,0,24000,0,0,0,0,0,0,6656,6656,0,1664,1,1,64,1,1,8000,0.0625,1,0,1,0,0,1,0,2.5,3.39,11.09,104,128,32,6,1,5,26
9,0,1,1,0,0,0,27000,0,0,0,0,0,0,6656,6656,0,1664,1,1,64,1,1,9000,0.0625,1,0,1,0,0,1,0,2.7,3.76,12.36,104,128,32,6,1,5,26
9,0,1,1,0,0,0,30000,0,0,0,0,0,0,6656,6656,0,1664,1,1,64,1,1,10000,0.0625,1,0,1,0,0,1,0,2.85,3.87,13.29,104,128,32,6,1,5,26
9,0,1,1,0,0,0,3000,0,0,0,0,0,0,6912,6912,0,1728,1,1,64,1,1,1000,0.0625,1,0,1,0,0,1,0,1.84,2.15,3.76,108,64,32,6,1,5,27
9,0,1,1,0,0,0,6000,0,0,0,0,0,0,6912,6912,0,1728,1,1,64,1,1,2000,0.0625,1,0,1,0,0,1,0,2.02,2.47,5.02,108,64,32,6,1,5,27
9,0,1,1,0,0,0,9000,0,0,0,0,0,0,6912,6912,0,1728,1,1,64,1,1,3000,0.0625,1,0,1,0,0,1,0,1.83,2.38,6.02,108,64,32,6,1,5,27
9,0,1,1,0,0,0,12000,0,0,0,0,0,0,6912,6912,0,1728,1,1,64,1,1,4000,0.0625,1,0,1,0,0,1,0,2.02,2.58,6.67,108,64,32,6,1,5,27
9,0,1,1,0,0,0,15000,0,0,0,0,0,0,6912,6912,0,1728,1,1,64,1,1,5000,0.0625,1,0,1,0,0,1,0,2.14,2.98,8,108,64,32,6,1,5,27
9,0,1,1,0,0,0,18000,0,0,0,0,0,0,6912,6912,0,1728,1,1,64,1,1,6000,0.0625,1,0,1,0,0,1,0,2.4,3.29,9.17,108,64,32,6,1,5,27
9,0,1,1,0,0,0,21000,0,0,0,0,0,0,6912,6912,0,1728,1,1,64,1,1,7000,0.0625,1,0,1,0,0,1,0,2.54,3.51,10.31,108,64,32,6,1,5,27
9,0,1,1,0,0,0,24000,0,0,0,0,0,0,6912,6912,0,1728,1,1,64,1,1,8000,0.0625,1,0,1,0,0,1,0,2.53,3.44,11.58,108,64,32,6,1,5,27
